datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
1081,2012,49331,16666.0,16087.0,187.0,7861.0,883.0,1614.0,1399.0,9.0,59089.0,619.0,159200.0,Kent,78419.02000052267,821.4959363049558,211279.7303065411
1082,2013,49331,17266.0,16712.0,182.0,8136.0,945.0,1627.0,1433.0,0.0,62744.0,611.0,158500.0,Kent,82067.60169473336,799.1729031538009,207314.0837150204
1083,2014,49331,16998.0,16381.0,161.0,8188.0,836.0,1974.0,1714.0,15.0,63695.0,649.0,159600.0,Kent,81981.59084380914,835.325417342525,205420.54947283052
1084,2015,49331,17165.0,16585.0,129.0,8490.0,721.0,1855.0,1691.0,5.0,65400.0,661.0,160800.0,Kent,84076.29326166477,849.7619242501593,206719.69352409322
1085,2016,49331,17454.0,16934.0,69.0,8977.0,685.0,1658.0,1532.0,7.0,69313.0,664.0,167100.0,Kent,87996.64062298182,842.9842796251776,212142.5800080831
1086,2017,49331,17442.0,16861.0,104.0,9332.0,494.0,1201.0,1160.0,7.0,73703.0,716.0,170800.0,Kent,91618.19315437337,890.0401109660575,212316.83093994777
1087,2018,49331,17579.0,16833.0,199.0,9563.0,377.0,1360.0,1276.0,13.0,75728.0,776.0,189500.0,Kent,91890.99888095513,941.625490328824,229945.915486227
1088,2019,49331,18028.0,17213.0,157.0,9851.0,344.0,1251.0,1212.0,9.0,79765.0,775.0,205600.0,Kent,95067.04306942505,923.6752758578876,245042.11189210543
1089,2020,49331,18118.0,16840.0,334.0,9777.0,278.0,1021.0,999.0,15.0,81973.0,801.0,231200.0,Kent,96508.0195432188,943.0290907264375,272195.16326585814
1090,2011,49341,33085.0,32101.0,105.0,16076.0,1198.0,1889.0,1716.0,12.0,76342.0,640.0,192400.0,Kent,103412.74782941153,866.9429489772783,260624.72403629427
1091,2012,49341,33697.0,32602.0,121.0,15698.0,1159.0,2275.0,2123.0,10.0,75522.0,660.0,186100.0,Kent,100227.81276514193,875.9084296627962,246979.63448522176
1092,2013,49341,33588.0,32444.0,94.0,15354.0,1062.0,2226.0,2077.0,12.0,74626.0,686.0,180800.0,Kent,97608.96410925621,897.271050022107,236481.93271719676
1093,2014,49341,34518.0,33291.0,250.0,16440.0,953.0,1976.0,1793.0,117.0,77874.0,705.0,177000.0,Kent,100231.32750405515,907.4028031224656,227816.02291159774
1094,2015,49341,34971.0,33507.0,267.0,16585.0,837.0,1977.0,1736.0,120.0,76280.0,709.0,181800.0,Kent,98063.2974006084,911.4692954513811,233716.66842462777
1095,2016,49341,35546.0,33902.0,339.0,17060.0,816.0,2029.0,1781.0,116.0,82029.0,716.0,192200.0,Kent,104140.29739965918,909.0011208006433,244008.4014216252
1096,2017,49341,36216.0,34450.0,261.0,17951.0,779.0,1788.0,1497.0,103.0,89491.0,742.0,205800.0,Kent,111243.82621573107,922.3600032637075,255824.37826370756
1097,2018,49341,36711.0,35010.0,343.0,18616.0,720.0,1914.0,1668.0,96.0,92699.0,777.0,223900.0,Kent,112484.20274225729,942.8389252390415,271688.07639771095
1098,2019,49341,37505.0,35702.0,256.0,19004.0,792.0,1635.0,1499.0,9.0,94895.0,790.0,240700.0,Kent,113099.56813230226,941.5528618422338,286875.6630954756
1099,2020,49341,38728.0,35837.0,455.0,19999.0,990.0,1221.0,1133.0,18.0,99054.0,908.0,253600.0,Kent,116617.73227567608,1069.0017657672975,298567.0129940382
1100,2011,49343,5611.0,5395.0,25.0,2613.0,272.0,835.0,725.0,11.0,48450.0,513.0,127800.0,Kent,65630.29043429553,694.9089575395996,173117.67012390026
1101,2012,49343,5277.0,5096.0,25.0,2477.0,267.0,553.0,483.0,8.0,52587.0,513.0,120400.0,Kent,69789.99483435978,680.8197339651733,159786.9317142434
1102,2013,49343,5441.0,5274.0,31.0,2364.0,264.0,683.0,657.0,7.0,46827.0,485.0,115900.0,Kent,61248.55897869564,634.3680164150466,151594.33629382245
1103,2014,49343,5651.0,5477.0,25.0,2506.0,150.0,930.0,899.0,7.0,51750.0,484.0,114600.0,Kent,66607.2270377129,622.9545485266289,147501.22161394975
1104,2015,49343,5692.0,5468.0,35.0,2444.0,179.0,1023.0,985.0,9.0,46679.0,486.0,112400.0,Kent,60009.132922954894,624.7871334123712,144498.09422952784
1105,2016,49343,6079.0,5882.0,33.0,2570.0,171.0,1124.0,1104.0,0.0,52917.0,468.0,120100.0,Kent,67181.02277850229,594.1515705791913,152473.51202256602
1106,2017,49343,5858.0,5671.0,38.0,2532.0,149.0,1077.0,1062.0,0.0,53125.0,436.0,126400.0,Kent,66038.24147356396,541.9797323759791,157124.3994778068
1107,2018,49343,6020.0,5879.0,28.0,2718.0,128.0,834.0,824.0,0.0,62671.0,524.0,129700.0,Kent,76047.17925824449,635.8398929539997,157382.5078552171
1108,2019,49343,5551.0,5440.0,35.0,2617.0,133.0,647.0,633.0,4.0,65585.0,570.0,149300.0,Kent,78166.76511888976,679.3482674051561,177941.57249752598
1109,2020,49343,5637.0,5466.0,35.0,2759.0,100.0,547.0,531.0,5.0,64654.0,491.0,165300.0,Kent,76118.10590739961,578.0615275239461,194610.1232173285
1110,2011,49345,13445.0,12898.0,31.0,6153.0,800.0,1801.0,1573.0,23.0,54065.0,544.0,135700.0,Kent,73236.36021321337,736.9015066306866,183818.99715033855
1111,2012,49345,13800.0,13199.0,98.0,6334.0,848.0,1676.0,1429.0,26.0,56420.0,557.0,134000.0,Kent,74876.8993963257,739.2136292760264,177835.95390123434
1112,2013,49345,13572.0,12986.0,175.0,6281.0,889.0,1448.0,1280.0,63.0,56000.0,576.0,126900.0,Kent,73246.61632833528,753.3937679485914,165982.06450117403
1113,2014,49345,13123.0,12398.0,233.0,6001.0,696.0,1663.0,1352.0,121.0,55229.0,597.0,126200.0,Kent,71085.03462929171,768.3964162611518,162431.53723979453
1114,2015,49345,13248.0,12496.0,237.0,6266.0,672.0,1871.0,1530.0,132.0,55121.0,606.0,132100.0,Kent,70861.9168329698,779.0555614154259,169823.82782669598
1115,2016,49345,13505.0,12913.0,166.0,6486.0,559.0,1894.0,1652.0,62.0,55732.0,623.0,137500.0,Kent,70754.81908444337,790.9325394675988,174563.76272358722
1116,2017,49345,13999.0,13550.0,83.0,7008.0,418.0,1818.0,1672.0,57.0,57732.0,617.0,150200.0,Kent,71765.07777415143,766.9759056788512,186709.53165796344
1117,2018,49345,14488.0,14081.0,99.0,7190.0,334.0,1746.0,1616.0,41.0,61975.0,623.0,161900.0,Kent,75202.62856073306,755.9699490655378,196455.11196422242
1118,2019,49345,15123.0,14811.0,83.0,7717.0,248.0,1485.0,1400.0,27.0,66659.0,644.0,167600.0,Kent,79446.80027536895,767.544358261264,199752.22739842837
1119,2020,49345,14157.0,13646.0,69.0,6862.0,452.0,1044.0,966.0,18.0,73478.0,630.0,175000.0,Kent,86506.73099675054,741.7082736050633,206030.07600140644
1120,2011,49415,6462.0,6191.0,66.0,3051.0,395.0,459.0,433.0,0.0,55659.0,525.0,153200.0,Muskegon,75395.5899955099,711.1641378329235,207524.46841143598
1121,2012,49415,6530.0,6270.0,71.0,3079.0,379.0,455.0,420.0,8.0,53409.0,548.0,149700.0,Muskegon,70880.89896948526,727.2694234169883,198671.9574553342
1122,2013,49415,6260.0,5880.0,75.0,2860.0,303.0,423.0,374.0,6.0,51587.0,554.0,151300.0,Muskegon,67474.52136660414,724.6183115338882,197896.66161566298
1123,2014,49415,6271.0,5976.0,95.0,3015.0,188.0,381.0,326.0,5.0,52973.0,675.0,147600.0,Muskegon,68181.34565929981,868.7899178832117,189975.39537712897
1124,2015,49415,6578.0,6251.0,117.0,3164.0,168.0,452.0,378.0,61.0,54023.0,666.0,146500.0,Muskegon,69450.36071674184,856.1897754169532,188336.03918706253
1125,2016,49415,6870.0,6563.0,108.0,3314.0,141.0,330.0,267.0,50.0,54945.0,651.0,138400.0,Muskegon,69755.67958434546,826.4800693313111,175706.36189777797
1126,2017,49415,7089.0,6790.0,103.0,3416.0,125.0,411.0,358.0,40.0,56851.0,600.0,145500.0,Muskegon,70669.93065437337,745.8436684073107,180867.08958877285
1127,2018,49415,6863.0,6708.0,64.0,3429.0,140.0,362.0,325.0,33.0,61136.0,683.0,153900.0,Muskegon,74184.55667106053,828.7760436785911,186747.63268248196
1128,2019,49415,6905.0,6709.0,60.0,3363.0,200.0,332.0,293.0,39.0,65724.0,662.0,159200.0,Muskegon,78332.43074901137,788.9974614424794,189740.77924719447
1129,2020,49415,7070.0,6961.0,21.0,3461.0,163.0,281.0,281.0,0.0,73153.0,697.0,165000.0,Muskegon,86124.10371274792,820.5883598456016,194256.92880132608
1130,2011,49418,28000.0,25962.0,457.0,13919.0,1239.0,2181.0,1715.0,166.0,58874.0,618.0,167500.0,Kent,79750.62371576295,837.1417851061844,226895.22492764707
1131,2012,49418,27476.0,25367.0,469.0,13612.0,1388.0,2365.0,1764.0,207.0,58399.0,619.0,162500.0,Kent,77503.29755132974,821.4959363049558,215659.2724548551
1132,2013,49418,27524.0,25149.0,539.0,13722.0,1308.0,2197.0,1600.0,140.0,58814.0,623.0,159400.0,Kent,76927.25879883413,814.8686066527299,208491.26147744004
1133,2014,49418,27496.0,24978.0,678.0,13693.0,859.0,2079.0,1656.0,196.0,57934.0,635.0,156000.0,Kent,74566.62978169776,817.3060708975398,200787.00324412005
1134,2015,49418,27968.0,25244.0,636.0,14173.0,621.0,2164.0,1789.0,113.0,59265.0,639.0,160100.0,Kent,76189.31988000861,821.4793791162659,205819.79436074206
1135,2016,49418,27986.0,25064.0,448.0,14460.0,551.0,2066.0,1663.0,97.0,62083.0,673.0,163900.0,Kent,78817.76059031612,854.4102713670851,208080.00516651597
1136,2017,49418,28514.0,25407.0,478.0,15029.0,423.0,1907.0,1573.0,65.0,63984.0,709.0,172000.0,Kent,79536.76879895561,881.3386015013054,213808.5182767624
1137,2018,49418,28383.0,25254.0,416.0,14917.0,438.0,1965.0,1602.0,123.0,66486.0,756.0,180400.0,Kent,80676.43344072446,917.3567921244728,218903.65780324722
1138,2019,49418,28521.0,25414.0,339.0,15572.0,395.0,1696.0,1384.0,113.0,70504.0,780.0,191400.0,Kent,84029.4214826897,929.6344711860031,228117.99716025766
1139,2020,49418,28607.0,24775.0,586.0,16171.0,373.0,1804.0,1417.0,94.0,71031.0,837.0,203200.0,Kent,83625.84187689086,985.4124206467268,239230.35110563308
1140,2011,49425,3757.0,3602.0,0.0,1489.0,165.0,757.0,717.0,0.0,44453.0,425.0,102000.0,Muskegon,60215.96079826086,575.7043020552239,138169.03249325373
1141,2012,49425,3519.0,3397.0,2.0,1319.0,168.0,905.0,889.0,2.0,42037.0,432.0,100700.0,Muskegon,55788.73129959842,573.3218812338301,133642.39222279328
1142,2013,49425,3756.0,3581.0,3.0,1271.0,264.0,1002.0,974.0,3.0,40341.0,435.0,91400.0,Muskegon,52765.03123752452,568.9692518361758,119548.9416501758
1143,2014,49425,3734.0,3582.0,6.0,1319.0,202.0,1031.0,1001.0,6.0,42961.0,456.0,97000.0,Muskegon,55294.93875878616,586.9158556366585,124848.32894025413
1144,2015,49425,3608.0,3471.0,9.0,1264.0,220.0,1034.0,1008.0,9.0,43456.0,493.0,96400.0,Muskegon,55865.74006083952,633.7861250458828,123928.97049578723
1145,2016,49425,3737.0,3588.0,8.0,1324.0,246.0,1099.0,1036.0,8.0,43571.0,545.0,92900.0,Muskegon,55315.76513185032,691.9072777044003,117941.62586924549
1146,2017,49425,3847.0,3691.0,5.0,1415.0,224.0,979.0,909.0,5.0,45625.0,538.0,102400.0,Muskegon,56715.195618472586,668.773156005222,127290.65274151436
1147,2018,49425,3841.0,3684.0,3.0,1496.0,137.0,931.0,850.0,3.0,52602.0,533.0,106000.0,Muskegon,63829.103147263915,646.7608071459576,128624.100483061
1148,2019,49425,3823.0,3617.0,0.0,1442.0,144.0,869.0,752.0,0.0,47382.0,516.0,103900.0,Muskegon,56471.71860735282,614.9889578615097,123832.07891823811
1149,2020,49425,3977.0,3778.0,0.0,1674.0,110.0,785.0,700.0,0.0,51061.0,510.0,105000.0,Muskegon,60114.86691833037,600.4305072040987,123618.04560084386
1150,2011,49437,7026.0,6679.0,27.0,3172.0,374.0,788.0,738.0,2.0,51452.0,517.0,125400.0,Muskegon,69696.79470434207,700.3273509707077,169866.63406523547
1151,2012,49437,6938.0,6730.0,34.0,3035.0,293.0,902.0,888.0,2.0,49742.0,508.0,120500.0,Muskegon,66014.2986489194,674.1840640434855,159919.64511267716
1152,2013,49437,6990.0,6740.0,33.0,2998.0,257.0,981.0,929.0,2.0,49232.0,506.0,115500.0,Muskegon,64394.239554939326,661.8354975381723,151071.1461771915
1153,2014,49437,7004.0,6737.0,39.0,2953.0,230.0,960.0,919.0,4.0,49646.0,495.0,115900.0,Muskegon,63899.17668626656,637.1126064476886,149174.44664098404
1154,2015,49437,6919.0,6642.0,36.0,2932.0,231.0,1021.0,952.0,6.0,50330.0,488.0,118600.0,Muskegon,64702.74984494783,627.3582738790889,152468.62967635234
1155,2016,49437,6934.0,6629.0,46.0,2939.0,196.0,885.0,834.0,7.0,51384.0,526.0,116900.0,Muskegon,65234.795518464045,667.7857395825955,148410.93718099888
1156,2017,49437,7068.0,6759.0,38.0,3028.0,211.0,826.0,766.0,8.0,54367.0,537.0,121500.0,Muskegon,67582.1378671671,667.530083224543,151033.34285248042
1157,2018,49437,6984.0,6680.0,33.0,3035.0,201.0,685.0,654.0,7.0,57599.0,558.0,128100.0,Muskegon,69892.63739362104,677.0966799013966,155441.011998869
1158,2019,49437,6852.0,6592.0,45.0,2979.0,190.0,679.0,650.0,7.0,60158.0,589.0,134600.0,Muskegon,71698.65450975331,701.9932096519947,160421.5382328667
1159,2020,49437,6667.0,6397.0,39.0,2925.0,188.0,545.0,527.0,9.0,64776.0,598.0,149600.0,Muskegon,76261.73830324059,704.034202564806,176126.28211320232
1160,2011,49440,1167.0,625.0,393.0,508.0,131.0,311.0,107.0,110.0,21829.0,434.0,85200.0,Muskegon,29569.527551914074,587.8956872752169,115411.78008260016
1161,2012,49440,1149.0,632.0,415.0,462.0,115.0,327.0,153.0,110.0,20740.0,426.0,86200.0,Muskegon,27524.758835161196,565.3590773278047,114398.94944989852
1162,2013,49440,1008.0,623.0,251.0,411.0,34.0,271.0,136.0,67.0,21397.0,427.0,77100.0,Muskegon,27986.747313881962,558.5054495035565,100844.89498061874
1163,2014,49440,1033.0,634.0,220.0,363.0,60.0,340.0,162.0,51.0,21019.0,443.0,82200.0,Muskegon,27053.47449479589,570.1836053663153,105799.30555555555
1164,2015,49440,824.0,592.0,79.0,286.0,38.0,261.0,125.0,52.0,21466.0,457.0,82100.0,Muskegon,27596.050629279758,587.5055966449664,105545.31615875654
1165,2016,49440,807.0,580.0,89.0,243.0,77.0,326.0,200.0,57.0,14634.0,476.0,88300.0,Muskegon,18578.66257234164,604.3080076831093,112101.67453449275
1166,2017,49440,861.0,593.0,126.0,303.0,73.0,368.0,215.0,85.0,15606.0,469.0,106300.0,Muskegon,19399.39381527415,583.0011341383812,132138.63658616188
1167,2018,49440,983.0,734.0,106.0,337.0,79.0,399.0,244.0,74.0,14649.0,468.0,113600.0,Muskegon,17775.60799977699,567.8875379818165,137846.20580071444
1168,2019,49440,811.0,651.0,66.0,275.0,54.0,223.0,161.0,44.0,14865.0,463.0,103300.0,Muskegon,17716.687710487095,551.8214873834864,123116.97547886426
1169,2020,49440,800.0,658.0,60.0,282.0,46.0,220.0,170.0,39.0,17049.0,446.0,111500.0,Muskegon,20072.03866141702,525.0823651235844,131270.5912808961
1170,2011,49441,37009.0,31615.0,3374.0,15480.0,2882.0,6242.0,4020.0,1668.0,41719.0,561.0,111400.0,Muskegon,56512.48888809855,759.9296787128955,150902.25705635748
1171,2012,49441,36654.0,31469.0,3146.0,15932.0,2878.0,6308.0,3948.0,1641.0,43533.0,568.0,108300.0,Muskegon,57774.12374016742,753.8121031037397,143728.61050375883
1172,2013,49441,36322.0,31035.0,3173.0,15670.0,2720.0,6627.0,4275.0,1757.0,42926.0,569.0,99800.0,Muskegon,56146.14736625214,744.2379409075495,130535.93409942609
1173,2014,49441,35578.0,30592.0,2925.0,15498.0,2301.0,6056.0,3956.0,1501.0,43471.0,585.0,97300.0,Muskegon,55951.35780785347,752.9512621654502,125234.45779264667
1174,2015,49441,35863.0,30788.0,3188.0,15976.0,1827.0,5375.0,3365.0,1537.0,45091.0,605.0,98100.0,Muskegon,57967.647392381135,777.7699911820671,126114.43989249716
1175,2016,49441,36012.0,30745.0,3413.0,16390.0,1508.0,5627.0,3635.0,1585.0,45633.0,624.0,99700.0,Muskegon,57933.586795385134,792.2020941055886,126574.59740757561
1176,2017,49441,35989.0,30873.0,3389.0,16666.0,1294.0,5782.0,3929.0,1520.0,47215.0,634.0,103600.0,Muskegon,58691.68133975196,788.1081429503917,128782.34007832898
1177,2018,49441,35802.0,30212.0,3854.0,16769.0,1173.0,5357.0,3500.0,1568.0,48991.0,656.0,112600.0,Muskegon,59447.38968646832,796.0133011027172,136632.7708904969
1178,2019,49441,35365.0,29837.0,3791.0,16812.0,869.0,4546.0,2985.0,1367.0,52612.0,666.0,121000.0,Muskegon,62705.03692056153,793.7648177049718,144212.5269403928
1179,2020,49441,35045.0,29548.0,3045.0,16207.0,1012.0,4129.0,2829.0,998.0,55462.0,710.0,131700.0,Muskegon,65296.22900108575,835.8934512057062,155052.34862505845
1180,2011,49442,43149.0,30043.0,8985.0,14982.0,3933.0,9988.0,6018.0,2852.0,30921.0,482.0,81200.0,Muskegon,41885.53582082253,652.9164084485127,109993.38665149218
1181,2012,49442,42775.0,29835.0,9254.0,14408.0,3948.0,10767.0,6358.0,3371.0,30434.0,503.0,78900.0,Muskegon,40389.9956793296,667.5483941217976,104710.87136423426
1182,2013,49442,42437.0,29899.0,8944.0,14290.0,4135.0,10983.0,6523.0,3426.0,29883.0,500.0,74600.0,Muskegon,39086.225638207914,653.9876457887078,97574.9567516752
1183,2014,49442,42822.0,30372.0,8897.0,14593.0,3588.0,12101.0,7175.0,3712.0,29601.0,514.0,70500.0,Muskegon,38099.33386557178,661.5674337658827,90740.28031224656
1184,2015,49442,41236.0,29773.0,8437.0,15366.0,3072.0,11504.0,6867.0,3654.0,30801.0,518.0,69300.0,Muskegon,39596.84875768405,665.9253808798525,89090.01717176406
1185,2016,49442,41550.0,29638.0,8477.0,15628.0,2898.0,12228.0,6854.0,4017.0,31873.0,525.0,67400.0,Muskegon,40464.51497664652,666.5161849446057,85567.98260050749
1186,2017,49442,41374.0,29526.0,8314.0,16253.0,2340.0,10936.0,6106.0,3368.0,35314.0,553.0,70200.0,Muskegon,43897.872176892946,687.4192477154047,87263.70920365535
1187,2018,49442,41478.0,29852.0,8340.0,16330.0,1790.0,9988.0,5450.0,3174.0,37332.0,562.0,73400.0,Muskegon,45299.95206824182,681.9504195422669,89066.12240996867
1188,2019,49442,41580.0,29685.0,8513.0,17101.0,1683.0,8827.0,4690.0,2732.0,39362.0,586.0,76200.0,Muskegon,46913.16930105571,698.4176924551253,90818.13680047875
1189,2020,49442,41823.0,29229.0,8552.0,17316.0,2123.0,7933.0,4245.0,2470.0,41433.0,611.0,81800.0,Muskegon,48779.680794092994,719.3392939249105,96304.34409665743
1190,2011,49444,27199.0,15690.0,10406.0,8942.0,2406.0,6672.0,1870.0,4453.0,30773.0,486.0,86900.0,Muskegon,41685.05526387154,658.3348018796207,117714.59729082107
1191,2012,49444,26882.0,15406.0,10228.0,8705.0,2240.0,7054.0,1882.0,4655.0,29724.0,504.0,82700.0,Muskegon,39447.73055044992,668.8755281061351,109753.98050471702
1192,2013,49444,27091.0,15234.0,10450.0,8941.0,2108.0,6806.0,2035.0,4334.0,29588.0,508.0,79200.0,Muskegon,38700.37292719258,664.4514481213272,103591.6430929313
1193,2014,49444,27796.0,15945.0,10156.0,9524.0,2099.0,6692.0,2290.0,3989.0,33707.0,505.0,79300.0,Muskegon,43384.15075865098,649.9835681941066,102066.72664909436
1194,2015,49444,29205.0,16730.0,10697.0,9663.0,1915.0,6678.0,2229.0,3990.0,34115.0,499.0,79800.0,Muskegon,43857.22851103508,641.4995464460355,102588.50462203134
1195,2016,49444,29178.0,16743.0,10577.0,10297.0,1784.0,6699.0,2536.0,3714.0,35460.0,504.0,82600.0,Muskegon,45018.407463115655,639.8555375468216,104865.2130979513
1196,2017,49444,29550.0,17073.0,10395.0,10900.0,1624.0,6405.0,2707.0,3157.0,37971.0,513.0,80500.0,Muskegon,47200.71655515665,637.6963364882506,100067.35884464752
1197,2018,49444,29801.0,17762.0,10268.0,10988.0,1395.0,6326.0,2852.0,2920.0,39596.0,538.0,84700.0,Muskegon,48047.16870497437,652.8279816970455,102777.93689542705
1198,2019,49444,29684.0,17627.0,10296.0,11432.0,1319.0,6105.0,2682.0,2814.0,40833.0,553.0,87400.0,Muskegon,48666.36456658726,659.0870032895638,104166.73433545727
1199,2020,49444,30003.0,17451.0,10582.0,11425.0,1345.0,5782.0,2414.0,2863.0,42670.0,586.0,99600.0,Muskegon,50236.01910274293,689.9064259247097,117260.54611280047
1200,2011,49445,20855.0,19493.0,630.0,9144.0,1288.0,2417.0,2182.0,115.0,52722.0,550.0,125600.0,Muskegon,71417.13461871886,745.0290967773486,170137.55373679087
1201,2012,49445,20539.0,19249.0,610.0,9060.0,1321.0,2303.0,2034.0,131.0,54805.0,543.0,124500.0,Muskegon,72733.57801162051,720.6337534953003,165228.18105002743
1202,2013,49445,20655.0,19608.0,372.0,9156.0,1285.0,2463.0,2234.0,67.0,54656.0,569.0,122600.0,Muskegon,71488.69753645523,744.2379409075495,160357.77074739116
1203,2014,49445,20457.0,19258.0,534.0,9057.0,1200.0,2683.0,2388.0,114.0,54740.0,583.0,120600.0,Muskegon,70455.64459989186,750.3770698161666,155223.7986618005
1204,2015,49445,20014.0,18735.0,577.0,8845.0,944.0,1950.0,1787.0,69.0,55212.0,582.0,122700.0,Muskegon,70978.90372420545,748.201875814815,157739.46763312336
1205,2016,49445,20047.0,18918.0,375.0,9259.0,692.0,1811.0,1688.0,25.0,56400.0,598.0,127200.0,Muskegon,71602.88158262051,759.1936735178557,161487.34995229304
1206,2017,49445,20463.0,19258.0,398.0,9616.0,546.0,1794.0,1725.0,23.0,56902.0,660.0,128500.0,Muskegon,70733.327366188,820.4280352480417,159734.85231723238
1207,2018,49445,21111.0,19742.0,418.0,9964.0,451.0,1573.0,1481.0,30.0,63059.0,695.0,137300.0,Muskegon,76517.99200340892,843.3372626012018,166604.61317287054
1208,2019,49445,21670.0,20372.0,322.0,10269.0,394.0,1459.0,1352.0,19.0,65400.0,736.0,144700.0,Muskegon,77946.27489174949,877.1935522985875,172459.1127956598
1209,2020,49445,21476.0,20089.0,305.0,10464.0,495.0,1473.0,1376.0,17.0,68638.0,760.0,152100.0,Muskegon,80808.52775191162,894.759187206108,179069.5689132224
1210,2011,49448,3247.0,3204.0,0.0,1550.0,107.0,329.0,293.0,0.0,49051.0,458.0,153100.0,Muskegon,66444.40404731949,620.4060478618647,207389.0085756583
1211,2012,49448,3256.0,3133.0,0.0,1520.0,133.0,409.0,314.0,0.0,47975.0,495.0,150300.0,Muskegon,63669.25289859491,656.931322247097,199468.23784593676
1212,2013,49448,3393.0,3270.0,0.0,1398.0,184.0,528.0,440.0,0.0,45909.0,504.0,149100.0,Muskegon,60047.83766102757,659.2195469550174,195019.11597419268
1213,2014,49448,3429.0,3288.0,11.0,1428.0,186.0,560.0,490.0,0.0,47188.0,583.0,148100.0,Muskegon,60735.494288997026,750.3770698161666,190618.94346444987
1214,2015,49448,3911.0,3754.0,41.0,1654.0,185.0,567.0,535.0,32.0,45625.0,602.0,157700.0,Muskegon,58654.14189699473,773.9132804819907,202734.42580068097
1215,2016,49448,3795.0,3629.0,50.0,1640.0,185.0,435.0,409.0,26.0,47174.0,540.0,165600.0,Muskegon,59889.9704925273,685.5595045144516,210238.24805109852
1216,2017,49448,3811.0,3622.0,52.0,1728.0,108.0,531.0,508.0,23.0,60742.0,577.0,175500.0,Muskegon,75506.72684399478,717.2529944516971,218159.2730091384
1217,2018,49448,3999.0,3792.0,54.0,1907.0,61.0,382.0,355.0,27.0,63182.0,565.0,192800.0,Muskegon,76667.24449736565,685.5907242729195,233950.25068994492
1218,2019,49448,4100.0,3968.0,41.0,1910.0,53.0,331.0,303.0,28.0,66190.0,554.0,193400.0,Muskegon,78887.82775359172,660.2788423551868,230501.67529150384
1219,2020,49448,3854.0,3766.0,24.0,1944.0,56.0,216.0,205.0,11.0,69351.0,574.0,188100.0,Muskegon,81647.95314727735,675.7786492846132,221452.89883351175
1220,2011,49451,5939.0,5530.0,0.0,2674.0,259.0,781.0,606.0,0.0,51288.0,500.0,123800.0,Muskegon,69474.64057366663,677.2991788884987,167699.27669279228
1221,2012,49451,6260.0,5874.0,0.0,2807.0,334.0,904.0,719.0,0.0,51497.0,518.0,122200.0,Muskegon,68343.41879143183,687.4554038868612,162175.77288605104
1222,2013,49451,6129.0,5759.0,0.0,2711.0,316.0,874.0,710.0,0.0,51291.0,532.0,116700.0,Muskegon,67087.36068029722,695.8428551191852,152640.71652708438
1223,2014,49451,6231.0,6007.0,0.0,2782.0,240.0,732.0,709.0,0.0,51705.0,529.0,113900.0,Muskegon,66549.30770985402,680.8738763855097,146600.25429170046
1224,2015,49451,6132.0,5974.0,0.0,2751.0,188.0,717.0,692.0,0.0,52232.0,511.0,117400.0,Muskegon,67147.90442879625,656.926389246341,150925.94539632177
1225,2016,49451,6144.0,6029.0,0.0,2760.0,188.0,729.0,685.0,0.0,51935.0,500.0,121200.0,Muskegon,65934.32012399638,634.7773189948626,153870.0221243547
1226,2017,49451,5897.0,5781.0,14.0,2720.0,139.0,650.0,600.0,9.0,55154.0,448.0,125500.0,Muskegon,68560.43614556135,556.8966057441253,156005.63397519581
1227,2018,49451,5933.0,5798.0,25.0,2851.0,97.0,562.0,530.0,17.0,58719.0,479.0,133500.0,Muskegon,71251.6844930647,581.2353219942097,161993.5605140438
1228,2019,49451,6025.0,5868.0,25.0,2943.0,87.0,661.0,627.0,15.0,59375.0,499.0,142700.0,Muskegon,70765.44452137043,594.7276937459173,170075.43466441362
1229,2020,49451,6175.0,5801.0,41.0,3238.0,108.0,508.0,472.0,19.0,61410.0,599.0,151200.0,Muskegon,72298.89695569355,705.211517284814,178009.98566521518
1230,2011,49457,10602.0,9936.0,200.0,4873.0,685.0,1710.0,1477.0,111.0,49745.0,435.0,123700.0,Muskegon,67384.49530761673,589.2502856329938,167563.81685701458
1231,2012,49457,10847.0,10240.0,165.0,4901.0,682.0,1739.0,1500.0,113.0,52242.0,457.0,119700.0,Muskegon,69332.13360976332,606.5002308422695,158857.9379252071
1232,2013,49457,10798.0,10409.0,156.0,4790.0,629.0,1691.0,1495.0,87.0,51649.0,511.0,115800.0,Muskegon,67555.61583468194,668.3753739960595,151463.53876466473
1233,2014,49457,10767.0,10169.0,303.0,4658.0,665.0,1826.0,1563.0,104.0,51507.0,505.0,111400.0,Muskegon,66294.46266727494,649.9835681941066,143382.51385509595
1234,2015,49457,10916.0,10319.0,265.0,4806.0,507.0,1727.0,1450.0,60.0,50625.0,561.0,109400.0,Muskegon,65081.99306378867,721.2049009142804,140641.38352945147
1235,2016,49457,10619.0,9956.0,261.0,4582.0,342.0,1645.0,1332.0,62.0,53155.0,541.0,121200.0,Muskegon,67483.17678234384,686.8290591524413,153870.0221243547
1236,2017,49457,10595.0,9742.0,312.0,4413.0,344.0,1572.0,1213.0,66.0,56317.0,531.0,121500.0,Muskegon,70006.12978949085,660.0716465404699,151033.34285248042
